PM2.5 (ug/m3),PM10 (ug/m3),PM1 (ug/m3),CO2 (ppm),Temperature (Celsius),Humidity (%),Pressure (pascal),Particle Count,hour,day,month,day_of_week,AQI,AQI Category
23,34,17,427,24,63,83092,109523,17,18,3,Tuesday,76.66666666666667,Unhealthy
14,22,11,418,23,68,83141,67308,18,18,3,Tuesday,46.666666666666664,Unhealthy for Sensitive Groups
18,27,14,427,23,68,83180,83703,19,18,3,Tuesday,60.0,Unhealthy
19,28,15,437,23,68,83209,87249,20,18,3,Tuesday,63.33333333333333,Unhealthy
14,21,11,425,22,71,83186,66161,21,18,3,Tuesday,46.666666666666664,Unhealthy for Sensitive Groups
10,15,8,418,21,73,83137,47056,22,18,3,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
8,13,6,413,21,77,83098,38751,23,18,3,Tuesday,26.666666666666668,Moderate
9,14,7,412,20,78,83098,41763,0,19,3,Wednesday,30.0,Unhealthy for Sensitive Groups
7,10,5,410,20,79,83138,31822,1,19,3,Wednesday,23.333333333333332,Moderate
7,10,6,410,20,79,83193,32637,2,19,3,Wednesday,23.333333333333332,Moderate
7,10,5,410,20,79,83247,32780,3,19,3,Wednesday,23.333333333333332,Moderate
9,14,7,411,20,79,83345,43728,4,19,3,Wednesday,30.0,Unhealthy for Sensitive Groups
2,3,2,412,19,77,83443,10559,5,19,3,Wednesday,6.666666666666667,Good
2,3,2,414,20,75,83491,12103,6,19,3,Wednesday,6.666666666666667,Good
5,7,4,408,21,73,83488,23490,7,19,3,Wednesday,16.666666666666664,Moderate
6,10,5,406,23,69,83427,32213,8,19,3,Wednesday,20.0,Moderate
7,11,6,403,24,64,83346,35777,9,19,3,Wednesday,23.333333333333332,Moderate
7,11,6,401,26,58,83251,34419,10,19,3,Wednesday,23.333333333333332,Moderate
8,13,6,401,26,57,83163,40555,11,19,3,Wednesday,26.666666666666668,Moderate
8,12,6,400,27,54,83076,36675,12,19,3,Wednesday,26.666666666666668,Moderate
7,10,6,401,26,55,83015,33200,13,19,3,Wednesday,23.333333333333332,Moderate
6,10,5,403,24,59,83042,30925,14,19,3,Wednesday,20.0,Moderate
6,9,5,407,23,62,83122,29809,15,19,3,Wednesday,20.0,Moderate
8,13,7,420,23,64,83191,40439,16,19,3,Wednesday,26.666666666666668,Moderate
14,21,11,424,23,66,83312,65355,17,19,3,Wednesday,46.666666666666664,Unhealthy for Sensitive Groups
6,10,5,416,22,67,83382,30928,18,19,3,Wednesday,20.0,Moderate
7,11,6,424,22,69,83401,33004,19,19,3,Wednesday,23.333333333333332,Moderate
9,13,7,434,21,71,83397,41717,20,19,3,Wednesday,30.0,Unhealthy for Sensitive Groups
13,19,10,457,21,71,83362,60056,21,19,3,Wednesday,43.333333333333336,Unhealthy for Sensitive Groups
19,29,15,441,21,74,83375,88866,22,19,3,Wednesday,63.33333333333333,Unhealthy
10,16,8,431,21,73,83371,50412,23,19,3,Wednesday,33.33333333333333,Unhealthy for Sensitive Groups
2,4,2,418,20,74,83396,12838,0,20,3,Thursday,6.666666666666667,Good
2,3,2,419,20,74,83390,11827,1,20,3,Thursday,6.666666666666667,Good
2,4,2,425,19,74,83403,13436,2,20,3,Thursday,6.666666666666667,Good
5,8,4,437,20,74,83477,24905,3,20,3,Thursday,16.666666666666664,Moderate
9,13,7,433,20,74,83557,42292,4,20,3,Thursday,30.0,Unhealthy for Sensitive Groups
12,19,9,432,21,73,83623,55782,5,20,3,Thursday,40.0,Unhealthy for Sensitive Groups
9,14,7,414,22,70,83648,43952,6,20,3,Thursday,30.0,Unhealthy for Sensitive Groups
14,22,11,410,23,69,83652,67765,7,20,3,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
10,16,8,407,25,63,83621,49989,8,20,3,Thursday,33.33333333333333,Unhealthy for Sensitive Groups
3,5,2,411,21,69,83659,16129,9,20,3,Thursday,10.0,Good
3,6,2,409,22,66,83548,17484,10,20,3,Thursday,10.0,Good
2,4,2,404,25,59,83405,13737,11,20,3,Thursday,6.666666666666667,Good
2,3,2,404,26,54,83293,11781,12,20,3,Thursday,6.666666666666667,Good
3,4,2,403,25,53,83245,13705,13,20,3,Thursday,10.0,Good
4,6,3,407,24,56,83271,20258,14,20,3,Thursday,13.333333333333334,Good
5,8,4,419,23,60,83336,26396,15,20,3,Thursday,16.666666666666664,Moderate
10,15,8,437,22,64,83392,45446,16,20,3,Thursday,33.33333333333333,Unhealthy for Sensitive Groups
12,19,9,451,21,67,83467,57122,17,20,3,Thursday,40.0,Unhealthy for Sensitive Groups
14,21,11,462,20,68,83519,66331,18,20,3,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
20,30,15,473,20,68,83565,96231,19,20,3,Thursday,66.66666666666666,Unhealthy
23,35,17,485,19,69,83599,114922,20,20,3,Thursday,76.66666666666667,Unhealthy
22,35,17,493,19,69,83558,113811,21,20,3,Thursday,73.33333333333333,Unhealthy
20,30,15,494,19,69,83503,94843,22,20,3,Thursday,66.66666666666666,Unhealthy
14,21,11,484,19,69,83459,65759,23,20,3,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
14,21,11,498,19,70,83454,65905,0,21,3,Friday,46.666666666666664,Unhealthy for Sensitive Groups
12,18,10,489,19,70,83457,56895,1,21,3,Friday,40.0,Unhealthy for Sensitive Groups
13,19,10,505,19,70,83492,60867,2,21,3,Friday,43.333333333333336,Unhealthy for Sensitive Groups
13,19,10,507,19,73,83568,60482,3,21,3,Friday,43.333333333333336,Unhealthy for Sensitive Groups
15,22,12,484,20,73,83635,69814,4,21,3,Friday,50.0,Unhealthy
19,28,14,431,21,71,83657,87123,5,21,3,Friday,63.33333333333333,Unhealthy
13,20,10,414,23,68,83654,61694,6,21,3,Friday,43.333333333333336,Unhealthy for Sensitive Groups
10,16,8,410,24,63,83637,50053,7,21,3,Friday,33.33333333333333,Unhealthy for Sensitive Groups
12,19,10,409,25,58,83586,58874,8,21,3,Friday,40.0,Unhealthy for Sensitive Groups
8,12,6,406,26,54,83497,38746,9,21,3,Friday,26.666666666666668,Moderate
6,10,5,406,27,51,83415,31881,10,21,3,Friday,20.0,Moderate
5,8,4,404,27,49,83311,26312,11,21,3,Friday,16.666666666666664,Moderate
4,6,3,403,28,45,83221,18951,12,21,3,Friday,13.333333333333334,Good
3,5,2,403,27,44,83183,16488,13,21,3,Friday,10.0,Good
4,7,3,405,26,53,83208,21086,14,21,3,Friday,13.333333333333334,Good
9,14,8,412,23,68,83244,43807,15,21,3,Friday,30.0,Unhealthy for Sensitive Groups
14,21,11,430,23,70,83282,63495,16,21,3,Friday,46.666666666666664,Unhealthy for Sensitive Groups
13,19,10,435,22,71,83351,58853,17,21,3,Friday,43.333333333333336,Unhealthy for Sensitive Groups
12,19,10,438,22,72,83386,57572,18,21,3,Friday,40.0,Unhealthy for Sensitive Groups
6,8,4,421,22,70,83421,27146,19,21,3,Friday,20.0,Moderate
5,8,4,417,22,72,83437,26519,20,21,3,Friday,16.666666666666664,Moderate
3,5,2,420,22,71,83397,16774,21,21,3,Friday,10.0,Good
4,6,3,434,21,73,83322,19512,22,21,3,Friday,13.333333333333334,Good
9,14,7,433,21,75,83279,44594,23,21,3,Friday,30.0,Unhealthy for Sensitive Groups
9,14,7,435,21,74,83265,45187,0,22,3,Saturday,30.0,Unhealthy for Sensitive Groups
6,9,5,428,21,75,83281,30420,1,22,3,Saturday,20.0,Moderate
5,7,4,421,20,76,83293,23116,2,22,3,Saturday,16.666666666666664,Moderate
5,8,4,421,20,76,83354,26565,3,22,3,Saturday,16.666666666666664,Moderate
6,9,5,420,21,76,83421,28796,4,22,3,Saturday,20.0,Moderate
26,40,21,416,21,75,83471,177545,5,22,3,Saturday,86.66666666666667,Unhealthy
29,44,23,409,23,69,83471,163268,6,22,3,Saturday,96.66666666666667,Unhealthy
12,18,9,406,25,62,83433,57219,7,22,3,Saturday,40.0,Unhealthy for Sensitive Groups
8,13,7,403,26,57,83359,40111,8,22,3,Saturday,26.666666666666668,Moderate
6,9,5,402,27,54,83284,27966,9,22,3,Saturday,20.0,Moderate
5,8,4,401,28,51,83179,24649,10,22,3,Saturday,16.666666666666664,Moderate
4,6,3,402,27,52,83090,20665,11,22,3,Saturday,13.333333333333334,Good
4,7,3,401,28,47,83023,21648,12,22,3,Saturday,13.333333333333334,Good
5,7,4,402,27,49,82999,23389,13,22,3,Saturday,16.666666666666664,Moderate
4,7,3,405,25,52,83035,20897,14,22,3,Saturday,13.333333333333334,Good
5,8,4,410,24,53,83083,24741,15,22,3,Saturday,16.666666666666664,Moderate
12,18,9,428,24,59,83156,54507,16,22,3,Saturday,40.0,Unhealthy for Sensitive Groups
20,31,15,427,23,63,83218,98644,17,22,3,Saturday,66.66666666666666,Unhealthy
19,29,15,424,23,64,83266,89031,18,22,3,Saturday,63.33333333333333,Unhealthy
17,25,13,427,22,65,83319,78747,19,22,3,Saturday,56.666666666666664,Unhealthy
14,22,11,448,22,67,83317,68027,20,22,3,Saturday,46.666666666666664,Unhealthy for Sensitive Groups
13,20,10,455,22,68,83258,62630,21,22,3,Saturday,43.333333333333336,Unhealthy for Sensitive Groups
12,18,10,473,22,69,83182,55796,22,22,3,Saturday,40.0,Unhealthy for Sensitive Groups
11,16,8,471,21,70,83163,49841,23,22,3,Saturday,36.666666666666664,Unhealthy for Sensitive Groups
16,24,12,453,21,72,83140,73308,0,23,3,Sunday,53.333333333333336,Unhealthy
15,24,12,431,21,76,83143,72673,1,23,3,Sunday,50.0,Unhealthy
10,16,8,419,20,78,83165,49886,2,23,3,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
7,11,6,416,20,80,83225,33832,3,23,3,Sunday,23.333333333333332,Moderate
8,13,7,414,21,77,83285,40557,4,23,3,Sunday,26.666666666666668,Moderate
6,9,5,410,21,77,83357,27755,5,23,3,Sunday,20.0,Moderate
6,9,5,407,23,69,83397,29681,6,23,3,Sunday,20.0,Moderate
6,9,5,405,25,60,83388,30045,7,23,3,Sunday,20.0,Moderate
6,10,5,403,27,55,83325,30978,8,23,3,Sunday,20.0,Moderate
5,8,4,402,29,49,83227,26961,9,23,3,Sunday,16.666666666666664,Moderate
5,8,4,402,29,46,83140,25061,10,23,3,Sunday,16.666666666666664,Moderate
5,8,4,402,27,54,83104,23492,11,23,3,Sunday,16.666666666666664,Moderate
7,11,6,402,25,66,83071,34329,12,23,3,Sunday,23.333333333333332,Moderate
4,7,3,401,24,61,83044,21164,13,23,3,Sunday,13.333333333333334,Good
4,6,3,404,24,61,83077,18258,14,23,3,Sunday,13.333333333333334,Good
5,7,4,414,23,64,83139,23189,15,23,3,Sunday,16.666666666666664,Moderate
7,11,6,435,23,65,83193,34832,16,23,3,Sunday,23.333333333333332,Moderate
12,18,9,455,22,69,83269,54461,17,23,3,Sunday,40.0,Unhealthy for Sensitive Groups
12,19,10,427,22,70,83390,57704,18,23,3,Sunday,40.0,Unhealthy for Sensitive Groups
4,6,3,417,22,70,83457,19329,19,23,3,Sunday,13.333333333333334,Good
3,5,2,428,21,70,83439,17146,20,23,3,Sunday,10.0,Good
6,10,5,444,21,71,83348,29774,21,23,3,Sunday,20.0,Moderate
8,12,6,445,21,73,83318,38266,22,23,3,Sunday,26.666666666666668,Moderate
8,12,6,441,21,72,83325,36897,23,23,3,Sunday,26.666666666666668,Moderate
7,12,6,449,21,73,83318,36021,0,24,3,Monday,23.333333333333332,Moderate
7,11,6,450,21,74,83326,33551,1,24,3,Monday,23.333333333333332,Moderate
6,10,5,453,21,74,83363,31374,2,24,3,Monday,20.0,Moderate
7,11,6,437,21,75,83426,36486,3,24,3,Monday,23.333333333333332,Moderate
9,13,7,422,21,75,83502,41503,4,24,3,Monday,30.0,Unhealthy for Sensitive Groups
8,12,6,416,22,72,83566,38417,5,24,3,Monday,26.666666666666668,Moderate
5,8,4,413,25,64,83589,26817,6,24,3,Monday,16.666666666666664,Moderate
5,8,4,408,26,58,83560,26052,7,24,3,Monday,16.666666666666664,Moderate
7,11,6,407,28,52,83504,34571,8,24,3,Monday,23.333333333333332,Moderate
8,12,6,405,28,50,83421,38401,9,24,3,Monday,26.666666666666668,Moderate
7,10,5,404,29,48,83309,32568,10,24,3,Monday,23.333333333333332,Moderate
6,9,5,403,29,47,83216,27568,11,24,3,Monday,20.0,Moderate
9,14,7,404,27,53,83149,42073,12,24,3,Monday,30.0,Unhealthy for Sensitive Groups
7,11,6,404,26,54,83107,34445,13,24,3,Monday,23.333333333333332,Moderate
6,9,5,406,25,55,83150,27913,14,24,3,Monday,20.0,Moderate
7,11,6,412,24,59,83222,34741,15,24,3,Monday,23.333333333333332,Moderate
9,15,7,419,24,63,83268,44106,16,24,3,Monday,30.0,Unhealthy for Sensitive Groups
12,19,10,431,23,63,83338,57979,17,24,3,Monday,40.0,Unhealthy for Sensitive Groups
12,19,10,445,22,64,83381,57661,18,24,3,Monday,40.0,Unhealthy for Sensitive Groups
12,19,10,466,22,66,83449,57732,19,24,3,Monday,40.0,Unhealthy for Sensitive Groups
19,28,14,472,21,68,83436,87223,20,24,3,Monday,63.33333333333333,Unhealthy
19,29,15,477,21,69,83400,89695,21,24,3,Monday,63.33333333333333,Unhealthy
21,32,16,473,21,72,83339,101218,22,24,3,Monday,70.0,Unhealthy
14,21,11,458,21,73,83291,63556,23,24,3,Monday,46.666666666666664,Unhealthy for Sensitive Groups
5,8,4,445,20,71,83272,25403,0,25,3,Tuesday,16.666666666666664,Moderate
5,7,4,449,20,72,83288,22912,1,25,3,Tuesday,16.666666666666664,Moderate
5,8,4,460,20,73,83363,24366,2,25,3,Tuesday,16.666666666666664,Moderate
5,7,4,430,19,76,83483,23103,3,25,3,Tuesday,16.666666666666664,Moderate
4,6,3,419,19,75,83531,19058,4,25,3,Tuesday,13.333333333333334,Good
4,6,3,415,22,68,83492,19238,5,25,3,Tuesday,13.333333333333334,Good
4,6,3,408,23,65,83433,21703,6,25,3,Tuesday,13.333333333333334,Good
4,6,3,405,26,57,83376,19578,7,25,3,Tuesday,13.333333333333334,Good
6,9,4,405,28,50,83293,29004,8,25,3,Tuesday,20.0,Moderate
5,8,4,406,29,44,83217,25686,9,25,3,Tuesday,16.666666666666664,Moderate
2,3,2,403,30,42,83132,9460,10,25,3,Tuesday,6.666666666666667,Good
2,3,2,402,29,43,83052,10487,11,25,3,Tuesday,6.666666666666667,Good
2,3,2,401,28,47,82982,12166,12,25,3,Tuesday,6.666666666666667,Good
2,3,2,402,27,50,82942,11626,13,25,3,Tuesday,6.666666666666667,Good
2,3,2,404,26,52,82978,12190,14,25,3,Tuesday,6.666666666666667,Good
5,7,3,411,24,61,83091,22398,15,25,3,Tuesday,16.666666666666664,Moderate
6,9,5,414,24,63,83159,28408,16,25,3,Tuesday,20.0,Moderate
5,8,4,419,23,63,83198,24967,17,25,3,Tuesday,16.666666666666664,Moderate
6,9,5,433,23,67,83262,30033,18,25,3,Tuesday,20.0,Moderate
10,15,8,441,23,67,83294,48114,19,25,3,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
11,17,9,451,23,68,83287,53471,20,25,3,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
8,12,6,440,23,69,83218,36449,21,25,3,Tuesday,26.666666666666668,Moderate
8,13,7,427,22,74,83197,40145,22,25,3,Tuesday,26.666666666666668,Moderate
9,14,8,424,21,76,83184,45392,23,25,3,Tuesday,30.0,Unhealthy for Sensitive Groups
10,15,8,426,21,76,83204,47915,0,26,3,Wednesday,33.33333333333333,Unhealthy for Sensitive Groups
7,10,5,427,21,74,83235,32077,1,26,3,Wednesday,23.333333333333332,Moderate
2,4,2,418,20,75,83250,12502,2,26,3,Wednesday,6.666666666666667,Good
1,3,1,416,20,74,83280,9187,3,26,3,Wednesday,3.3333333333333335,Good
2,3,2,415,20,73,83355,11793,4,26,3,Wednesday,6.666666666666667,Good
2,4,2,411,21,70,83363,13809,5,26,3,Wednesday,6.666666666666667,Good
2,3,2,408,21,70,83399,11113,6,26,3,Wednesday,6.666666666666667,Good
2,3,2,406,23,64,83359,9472,7,26,3,Wednesday,6.666666666666667,Good
2,3,2,402,24,57,83275,11532,8,26,3,Wednesday,6.666666666666667,Good
2,3,2,401,25,54,83159,11139,9,26,3,Wednesday,6.666666666666667,Good
2,3,2,400,27,49,83034,9866,10,26,3,Wednesday,6.666666666666667,Good
3,4,2,401,28,45,82901,14435,11,26,3,Wednesday,10.0,Good
3,5,3,402,28,45,82836,17354,12,26,3,Wednesday,10.0,Good
2,4,2,402,27,47,82817,12109,13,26,3,Wednesday,6.666666666666667,Good
2,3,2,403,26,49,82852,10807,14,26,3,Wednesday,6.666666666666667,Good
3,4,2,408,24,53,82904,14301,15,26,3,Wednesday,10.0,Good
5,9,4,423,23,57,82976,26449,16,26,3,Wednesday,16.666666666666664,Moderate
12,20,10,440,22,61,83054,57805,17,26,3,Wednesday,40.0,Unhealthy for Sensitive Groups
14,21,11,447,21,63,83106,65680,18,26,3,Wednesday,46.666666666666664,Unhealthy for Sensitive Groups
17,26,14,449,21,64,83140,81577,19,26,3,Wednesday,56.666666666666664,Unhealthy
16,24,13,459,20,66,83154,74417,20,26,3,Wednesday,53.333333333333336,Unhealthy
16,24,13,465,20,68,83108,75167,21,26,3,Wednesday,53.333333333333336,Unhealthy
8,12,6,433,20,69,83062,38282,22,26,3,Wednesday,26.666666666666668,Moderate
5,8,4,424,20,70,83029,24365,23,26,3,Wednesday,16.666666666666664,Moderate
5,7,4,446,20,71,83029,23588,0,27,3,Thursday,16.666666666666664,Moderate
4,6,3,442,20,71,83055,21633,1,27,3,Thursday,13.333333333333334,Good
4,7,3,453,20,70,83047,22594,2,27,3,Thursday,13.333333333333334,Good
5,7,4,462,20,71,83104,23606,3,27,3,Thursday,16.666666666666664,Moderate
12,19,9,446,20,71,83158,55856,4,27,3,Thursday,40.0,Unhealthy for Sensitive Groups
16,24,12,440,21,73,83193,72821,5,27,3,Thursday,53.333333333333336,Unhealthy
13,20,10,427,21,71,83216,61998,6,27,3,Thursday,43.333333333333336,Unhealthy for Sensitive Groups
9,14,7,417,22,72,83243,44502,7,27,3,Thursday,30.0,Unhealthy for Sensitive Groups
5,7,4,411,23,68,83211,24389,8,27,3,Thursday,16.666666666666664,Moderate
3,4,2,406,25,64,83139,15661,9,27,3,Thursday,10.0,Good
4,6,3,403,26,62,83004,19673,10,27,3,Thursday,13.333333333333334,Good
2,3,2,404,26,57,82905,10465,11,27,3,Thursday,6.666666666666667,Good
3,4,2,404,24,65,82865,13666,12,27,3,Thursday,10.0,Good
3,5,2,403,24,67,82837,17409,13,27,3,Thursday,10.0,Good
5,7,4,405,24,66,82836,22868,14,27,3,Thursday,16.666666666666664,Moderate
7,11,6,409,23,69,82907,35827,15,27,3,Thursday,23.333333333333332,Moderate
9,14,7,426,23,70,82995,42340,16,27,3,Thursday,30.0,Unhealthy for Sensitive Groups
11,17,9,427,22,71,83069,52298,17,27,3,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
11,17,9,428,22,72,83163,52773,18,27,3,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
19,29,15,431,22,73,83204,95332,19,27,3,Thursday,63.33333333333333,Unhealthy
18,27,14,439,21,74,83218,86199,20,27,3,Thursday,60.0,Unhealthy
26,39,20,433,21,74,83140,129277,21,27,3,Thursday,86.66666666666667,Unhealthy
16,25,13,454,21,74,83080,78570,22,27,3,Thursday,53.333333333333336,Unhealthy
11,17,9,461,21,74,83054,53193,23,27,3,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
12,18,9,447,20,76,83071,57127,0,28,3,Friday,40.0,Unhealthy for Sensitive Groups
6,9,5,419,20,79,83103,30118,1,28,3,Friday,20.0,Moderate
3,5,3,417,20,78,83139,17249,2,28,3,Friday,10.0,Good
2,3,2,421,20,76,83182,11944,3,28,3,Friday,6.666666666666667,Good
5,7,3,426,20,76,83265,23204,4,28,3,Friday,16.666666666666664,Moderate
9,14,7,419,20,76,83321,44077,5,28,3,Friday,30.0,Unhealthy for Sensitive Groups
7,11,6,415,20,77,83394,33908,6,28,3,Friday,23.333333333333332,Moderate
4,7,4,411,20,76,83421,22440,7,28,3,Friday,13.333333333333334,Good
3,4,2,407,22,71,83343,14043,8,28,3,Friday,10.0,Good
2,3,2,403,24,63,83221,10374,9,28,3,Friday,6.666666666666667,Good
1,2,1,401,24,60,83108,7538,10,28,3,Friday,3.3333333333333335,Good
2,3,2,400,24,60,83005,10266,11,28,3,Friday,6.666666666666667,Good
3,5,3,401,25,58,82912,17823,12,28,3,Friday,10.0,Good
3,4,2,402,25,54,82910,15181,13,28,3,Friday,10.0,Good
4,7,3,405,24,58,82953,21649,14,28,3,Friday,13.333333333333334,Good
5,8,4,411,23,62,83007,25557,15,28,3,Friday,16.666666666666664,Moderate
8,12,6,416,22,67,83106,37018,16,28,3,Friday,26.666666666666668,Moderate
9,14,7,418,22,72,83175,43840,17,28,3,Friday,30.0,Unhealthy for Sensitive Groups
6,10,5,415,21,74,83265,31156,18,28,3,Friday,20.0,Moderate
5,8,4,417,21,74,83321,26927,19,28,3,Friday,16.666666666666664,Moderate
5,7,4,419,21,71,83337,23885,20,28,3,Friday,16.666666666666664,Moderate
4,6,3,425,21,72,83304,19793,21,28,3,Friday,13.333333333333334,Good
4,7,3,442,21,75,83245,21537,22,28,3,Friday,13.333333333333334,Good
5,8,4,451,20,76,83213,24585,23,28,3,Friday,16.666666666666664,Moderate
8,13,6,433,20,76,83208,39429,0,29,3,Saturday,26.666666666666668,Moderate
7,11,6,429,20,75,83211,33404,1,29,3,Saturday,23.333333333333332,Moderate
5,8,4,434,20,75,83204,24512,2,29,3,Saturday,16.666666666666664,Moderate
8,12,6,438,20,75,83230,37315,3,29,3,Saturday,26.666666666666668,Moderate
15,23,12,441,20,75,83275,71096,4,29,3,Saturday,50.0,Unhealthy
10,15,8,430,23,71,83285,46006,5,29,3,Saturday,33.33333333333333,Unhealthy for Sensitive Groups
3,6,2,408,26,61,83308,18735,6,29,3,Saturday,10.0,Good
3,5,2,405,27,56,83290,18814,7,29,3,Saturday,10.0,Good
5,7,4,405,27,56,83219,23441,8,29,3,Saturday,16.666666666666664,Moderate
4,6,3,407,29,45,83126,19357,9,29,3,Saturday,13.333333333333334,Good
7,11,6,407,28,45,83007,34077,10,29,3,Saturday,23.333333333333332,Moderate
5,8,4,404,28,48,82902,27210,11,29,3,Saturday,16.666666666666664,Moderate
5,8,4,405,27,52,82841,24191,12,29,3,Saturday,16.666666666666664,Moderate
7,11,6,409,25,56,82842,33558,13,29,3,Saturday,23.333333333333332,Moderate
8,12,6,411,24,60,82895,38425,14,29,3,Saturday,26.666666666666668,Moderate
7,11,6,415,24,60,82978,34190,15,29,3,Saturday,23.333333333333332,Moderate
11,17,9,424,23,63,83039,52491,16,29,3,Saturday,36.666666666666664,Unhealthy for Sensitive Groups
9,14,7,420,23,65,83116,42914,17,29,3,Saturday,30.0,Unhealthy for Sensitive Groups
9,13,7,423,22,69,83175,40943,18,29,3,Saturday,30.0,Unhealthy for Sensitive Groups
9,14,7,431,22,73,83202,44514,19,29,3,Saturday,30.0,Unhealthy for Sensitive Groups
10,15,8,425,22,74,83204,47700,20,29,3,Saturday,33.33333333333333,Unhealthy for Sensitive Groups
11,17,9,423,22,76,83183,52790,21,29,3,Saturday,36.666666666666664,Unhealthy for Sensitive Groups
9,14,7,420,21,78,83153,43769,22,29,3,Saturday,30.0,Unhealthy for Sensitive Groups
10,15,8,419,21,78,83095,45638,23,29,3,Saturday,33.33333333333333,Unhealthy for Sensitive Groups
10,15,8,420,21,78,83055,47576,0,30,3,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
8,12,6,420,21,77,83071,37466,1,30,3,Sunday,26.666666666666668,Moderate
7,11,6,422,21,76,83092,33364,2,30,3,Sunday,23.333333333333332,Moderate
8,12,6,427,21,76,83166,37125,3,30,3,Sunday,26.666666666666668,Moderate
9,13,7,426,22,74,83221,41476,4,30,3,Sunday,30.0,Unhealthy for Sensitive Groups
8,12,6,413,23,71,83268,37514,5,30,3,Sunday,26.666666666666668,Moderate
8,12,6,410,24,67,83311,36875,6,30,3,Sunday,26.666666666666668,Moderate
8,13,7,408,25,62,83296,40743,7,30,3,Sunday,26.666666666666668,Moderate
9,14,7,408,25,58,83246,44479,8,30,3,Sunday,30.0,Unhealthy for Sensitive Groups
8,13,6,411,27,54,83172,39241,9,30,3,Sunday,26.666666666666668,Moderate
7,10,5,409,28,50,83076,31850,10,30,3,Sunday,23.333333333333332,Moderate
6,9,5,408,28,49,82975,27896,11,30,3,Sunday,20.0,Moderate
5,8,4,406,27,50,82899,26226,12,30,3,Sunday,16.666666666666664,Moderate
5,8,4,406,27,51,82889,25557,13,30,3,Sunday,16.666666666666664,Moderate
6,10,5,410,25,58,82908,30328,14,30,3,Sunday,20.0,Moderate
8,12,6,415,23,66,82967,38400,15,30,3,Sunday,26.666666666666668,Moderate
11,16,9,420,23,69,83054,50674,16,30,3,Sunday,36.666666666666664,Unhealthy for Sensitive Groups
13,19,10,428,23,70,83153,59387,17,30,3,Sunday,43.333333333333336,Unhealthy for Sensitive Groups
12,18,10,427,23,71,83216,56150,18,30,3,Sunday,40.0,Unhealthy for Sensitive Groups
